id_itens;data_compra;status_id;from_iata;to_iata;tipo_viagem;data_ida;data_volta;valor_passagem;milhas_usadas;adultos;criancas;
545;2019-08-08;2;EZE;GIG;Somente ida;2019-11-02 16:00:00;;R$ 738;16.200;1;0;
546;2019-08-08;1;EZE;GIG;Somente ida;2019-11-02 17:15:00;;R$ 738;16.200;1;0;
547;2019-08-08;1;EZE;GIG;Somente ida;2019-11-02 17:15:00;;R$ 738;16.200;1;0;
548;2019-08-08;1;EZE;GIG;Somente ida;2019-11-02 17:15:00;;R$ 738;16.200;1;0;
549;2019-08-08;1;EZE;GIG;Somente ida;2019-11-02 17:15:00;;R$ 1.451;32.400;2;0;
550;2019-10-05;1;SCL;GIG;Somente ida;2019-11-02 19:45:00;;R$ 447;0;1;0;
551;2019-09-12;1;GIG;EZE;Ida e volta;2019-11-03 06:35:00;2019-11-12 15:05:00;R$ 1.197;0;1;0;
552;2019-10-01;1;SCL;EZE;Somente ida;2019-11-03 12:50:00;;R$ 407;0;2;0;
553;2019-09-04;1;GIG;EZE;Somente ida;2019-11-03 21:05:00;;R$ 584;0;1;0;
554;2019-11-01;1;GIG;LIS;Ida e volta;2019-11-03 22:00:00;2019-11-11 18:35:00;R$ 2.977;0;1;0;
555;2019-09-19;1;GIG;LIS;Somente ida;2019-11-03 22:00:00;;R$ 1.596;45.500;1;0;
556;2019-11-01;1;GIG;LIS;Ida e volta;2019-11-03 23:30:00;2019-11-10 11:40:00;R$ 4.136;0;1;0;
557;2019-09-16;1;GIG;MCO;Ida e volta;2019-11-04 07:45:00;2019-11-27 19:15:00;R$ 2.676;0;1;0;
558;2019-11-03;1;EZE;GIG;Somente ida;2019-11-04 10:05:00;;R$ 1.253;17.500;1;0;
559;2019-10-07;1;GIG;MIA;Ida e volta;2019-11-04 11:30:00;2019-11-25 16:40:00;R$ 2.457;0;1;0;
560;2019-08-12;2;LIS;GIG;Somente ida;2019-11-04 13:10:00;;R$ 1.825;65.000;1;0;
561;2019-09-02;1;GIG;LIS;Ida e volta;2019-11-04 14:55:00;2019-11-22 10:05:00;R$ 2.759;0;1;0;
562;2019-09-02;1;GIG;LIS;Ida e volta;2019-11-04 14:55:00;2019-11-22 10:05:00;R$ 2.759;0;1;0;
563;2019-10-21;1;LIS;GIG;Somente ida;2019-11-04 20:40:00;;R$ 1.680;45.500;1;0;
564;2019-10-29;1;GIG;RAO;Somente ida;2019-11-04 22:15:00;;R$ 445;17.000;1;0;
565;2019-08-19;1;GIG;CUN;Ida e volta;2019-11-05 05:50:00;2019-11-15 14:35:00;R$ 2.440;0;1;0;
566;2019-11-02;3;LIS;GIG;Somente ida;2019-11-05 12:15:00;;R$ 1.748;45.500;1;0;
567;2019-11-03;2;LIS;GIG;Somente ida;2019-11-05 14:10:00;;R$ 1.753;45.500;1;0;
568;2019-11-03;1;LIS;GIG;Somente ida;2019-11-05 14:10:00;;R$ 1.761;45.500;1;0;
569;2019-10-03;2;LIS;CUN;Somente ida;2019-11-05 16:15:00;;R$ 5.240;0;1;0;
570;2019-11-04;2;SCL;GIG;Somente ida;2019-11-05 17:45:00;;R$ 819;0;1;0;
571;2019-11-04;2;SCL;GIG;Somente ida;2019-11-05 17:45:00;;R$ 819;0;1;0;
572;2019-09-22;1;GIG;CUN;Somente ida;2019-11-05 19:30:00;;R$ 3.074;74.000;2;0;
573;2019-10-17;2;RAO;GIG;Ida e volta;2019-11-05 20:00:00;2019-11-06 22:15:00;R$ 603;20.000;1;0;
574;2019-08-14;1;GIG;LIS;Ida e volta;2019-11-05 20:05:00;2019-11-19 08:25:00;R$ 2.542;0;1;0;
575;2019-08-11;3;GIG;MCO;Ida e volta;2019-11-05 20:40:00;2019-11-17 18:50:00;R$ 3.143;84.700;1;0;
576;2019-08-11;1;GIG;MCO;Ida e volta;2019-11-05 20:40:00;2019-11-17 18:50:00;R$ 3.143;84.700;1;0;
577;2019-10-25;2;EZE;GIG;Somente ida;2019-11-06 13:15:00;;R$ 770;0;1;0;
578;2019-11-05;2;LIS;GIG;Somente ida;2019-11-06 14:10:00;;R$ 1.742;45.500;1;0;
579;2019-10-08;1;GIG;MIA;Somente ida;2019-11-06 15:00:00;;R$ 1.613;39.600;1;0;
580;2019-10-31;1;GIG;LIS;Ida e volta;2019-11-06 17:10:00;2019-12-04 23:30:00;R$ 3.515;106.000;1;0;
581;2019-10-29;1;RAO;GIG;Somente ida;2019-11-06 20:00:00;;R$ 230;0;1;0;
582;2019-10-02;3;RAO;GIG;Somente ida;2019-11-06 20:00:00;;R$ 184;0;1;0;
583;2019-08-29;2;GIG;MIA;Somente ida;2019-11-06 21:45:00;;R$ 1.609;40.000;1;0;
584;2019-11-03;1;GIG;MCO;Ida e volta;2019-11-06 21:55:00;2019-11-13 15:49:00;R$ 2.866;0;1;0;
585;2019-10-29;1;GIG;RAO;Somente ida;2019-11-06 22:15:00;;R$ 443;0;1;1;
586;2019-10-30;1;GIG;MIA;Somente ida;2019-11-06 22:15:00;;R$ 1.546;40.000;1;0;
587;2019-11-04;1;MIA;GIG;Somente ida;2019-11-06 22:50:00;;R$ 1.524;40.000;1;0;
588;2019-10-20;1;MIA;EZE;Somente ida;2019-11-07 01:00:00;;R$ 1.771;573.600;2;0;
589;2019-11-05;1;GIG;MCO;Somente ida;2019-11-07 01:25:00;;R$ 6.085;210.000;1;1;
590;2019-11-05;3;GIG;MCO;Somente ida;2019-11-07 01:25:00;;R$ 6.085;210.000;1;1;
591;2019-11-05;3;GIG;MCO;Somente ida;2019-11-07 01:25:00;;R$ 6.085;210.000;1;1;
592;2019-11-05;3;GIG;MCO;Somente ida;2019-11-07 01:25:00;;R$ 6.085;210.000;1;1;
593;2019-09-16;2;MIA;GIG;Ida e volta;2019-11-07 06:56:00;2019-11-17 11:30:00;R$ 2.580;70.000;1;0;
594;2019-10-27;1;GIG;EZE;Ida e volta;2019-11-07 18:55:00;2019-11-08 19:20:00;R$ 1.562;0;1;0;
595;2019-10-13;1;GIG;MCO;Ida e volta;2019-11-07 21:55:00;2019-11-14 15:49:00;R$ 4.972;0;2;0;
596;2019-10-28;1;GIG;EZE;Ida e volta;2019-11-08 06:35:00;2019-11-11 15:05:00;R$ 1.480;0;1;0;
597;2019-09-12;1;GIG;EZE;Ida e volta;2019-11-08 10:15:00;2019-11-12 15:05:00;R$ 1.197;0;1;0;
598;2019-09-21;1;SCL;GIG;Ida e volta;2019-11-08 17:45:00;2019-11-10 22:45:00;R$ 1.149;0;1;0;
599;2019-10-10;2;RAO;GIG;Somente ida;2019-11-08 20:00:00;;R$ 603;0;2;0;
600;2019-10-16;1;RAO;GIG;Somente ida;2019-11-08 20:00:00;;R$ 372;0;1;0;
601;2019-10-10;2;RAO;GIG;Somente ida;2019-11-08 20:00:00;;R$ 603;0;2;0;
602;2019-09-13;1;LIS;GIG;Somente ida;2019-11-08 23:30:00;;R$ 1.732;53.000;1;0;
603;2019-11-03;1;GIG;EZE;Ida e volta;2019-11-09 06:35:00;2019-11-16 06:25:00;R$ 2.334;0;2;0;
604;2019-08-13;1;GIG;MCO;Ida e volta;2019-11-09 07:35:00;2019-11-20 00:45:00;R$ 2.701;0;1;0;
605;2019-09-09;2;LIS;GIG;Somente ida;2019-11-09 08:30:00;;R$ 1.620;45.500;1;0;
606;2019-11-01;1;GIG;EZE;Ida e volta;2019-11-09 10:15:00;2019-11-13 15:05:00;R$ 2.882;0;2;0;
607;2019-10-29;1;GIG;RAO;Somente ida;2019-11-09 10:40:00;;R$ 337;0;1;0;
608;2019-11-08;1;SCL;GIG;Somente ida;2019-11-09 17:45:00;;R$ 617;0;1;0;
609;2019-10-07;1;SCL;GIG;Somente ida;2019-11-09 17:45:00;;R$ 523;0;1;0;
610;2019-11-07;2;GIG;LIS;Somente ida;2019-11-09 19:35:00;;R$ 1.644;45.500;1;0;
611;2019-09-21;2;BOG;RAO;Ida e volta;2019-11-09 21:05:00;2020-05-09 07:55:00;R$ 2.460;55.000;1;0;
612;2019-09-28;1;EZE;GIG;Somente ida;2019-11-10 02:45:00;;R$ 795;16.500;1;0;
613;2019-08-25;1;SCL;EZE;Somente ida;2019-11-10 12:50:00;;R$ 309;0;2;0;
614;2019-09-12;1;MIA;LIS;Somente ida;2019-11-10 16:45:00;;R$ 8.745;290.000;2;0;
615;2019-11-02;3;GIG;EZE;Somente ida;2019-11-10 17:10:00;;R$ 1.129;30.000;2;0;
616;2019-11-05;3;GIG;EZE;Ida e volta;2019-11-10 17:10:00;2019-11-14 15:05:00;R$ 3.035;95.000;1;0;
617;2019-10-29;2;GIG;RAO;Somente ida;2019-11-10 20:25:00;;R$ 651;24.000;2;0;
618;2019-11-07;1;GIG;MIA;Somente ida;2019-11-10 22:15:00;;R$ 1.575;40.000;1;0;
619;2019-09-15;2;MIA;GIG;Somente ida;2019-11-10 22:50:00;;R$ 1.430;40.000;1;0;
620;2019-09-26;2;GIG;BCN;Ida e volta;2019-11-11 03:55:00;2019-11-20 11:20:00;R$ 2.446;0;1;0;
621;2019-10-17;1;LIS;GIG;Somente ida;2019-11-11 06:30:00;;R$ 1.635;45.500;1;0;
622;2019-09-10;1;SCL;EZE;Somente ida;2019-11-11 07:20:00;;R$ 179;0;1;0;
623;2019-11-07;5;LIS;GIG;Somente ida;2019-11-11 08:00:00;;R$ 1.750;53.000;1;0;
624;2019-08-25;2;SCL;LIS;Somente ida;2019-11-11 13:30:00;;R$ 3.320;91.000;2;0;
625;2019-08-28;1;SCL;GIG;Somente ida;2019-11-11 13:57:00;;R$ 1.510;33.000;2;0;
626;2019-11-05;1;GIG;EZE;Somente ida;2019-11-11 17:10:00;;R$ 528;15.000;1;0;
627;2019-09-01;1;GIG;SCL;Ida e volta;2019-11-11 17:10:00;2019-11-17 12:17:00;R$ 2.050;42.120;2;0;
628;2019-09-12;1;GIG;SCL;Ida e volta;2019-11-11 18:50:00;2019-11-16 13:57:00;R$ 2.145;50.000;2;0;
629;2019-10-28;2;GIG;LIS;Ida e volta;2019-11-11 20:05:00;2019-11-18 18:35:00;R$ 2.956;0;1;0;
630;2019-10-28;1;LIS;GIG;Somente ida;2019-11-11 20:40:00;;R$ 1.633;45.500;1;0;
631;2019-11-02;1;GIG;MIA;Somente ida;2019-11-11 22:15:00;;R$ 6.544;156.000;3;1;
632;2019-10-09;2;GIG;MIA;Ida e volta;2019-11-11 22:15:00;2019-11-26 22:50:00;R$ 2.632;0;1;0;
633;2019-11-09;1;MIA;GIG;Somente ida;2019-11-11 22:50:00;;R$ 1.507;40.000;1;0;
634;2019-11-09;1;SCL;MIA;Somente ida;2019-11-11 23:20:00;;R$ 1.888;46.750;1;0;
635;2019-11-10;2;LIS;GIG;Somente ida;2019-11-11 23:30:00;;R$ 5.178;158.000;2;0;
636;2019-10-25;1;GIG;FEN;Ida e volta;2019-11-12 05:30:00;2019-11-18 15:40:00;R$ 2.599;114.500;1;0;
637;2019-10-15;1;GIG;SCL;Ida e volta;2019-11-12 06:35:00;2019-11-22 14:20:00;R$ 2.633;0;2;0;
638;2019-10-16;1;GIG;MIA;Ida e volta;2019-11-12 11:30:00;2019-11-25 13:45:00;R$ 5.210;0;2;0;
639;2019-09-27;1;GIG;BCN;Ida e volta;2019-11-12 14:40:00;2019-11-28 11:20:00;R$ 2.579;0;1;0;
640;2019-10-17;1;GIG;LIS;Ida e volta;2019-11-12 17:10:00;2019-11-19 23:30:00;R$ 2.854;106.000;1;0;
641;2019-10-12;1;RAO;GIG;Somente ida;2019-11-12 20:00:00;;R$ 425;12.000;2;0;
642;2019-11-08;2;GIG;LIS;Somente ida;2019-11-12 20:05:00;;R$ 1.703;45.500;1;0;
643;2019-09-10;1;RAO;EZE;Ida e volta;2019-11-12 20:35:00;2019-11-18 19:15:00;R$ 1.216;18.000;1;0;
644;2019-09-10;1;RAO;EZE;Ida e volta;2019-11-12 20:35:00;2019-11-18 19:15:00;R$ 2.426;40.000;2;0;
645;2019-11-02;2;GIG;MCO;Ida e volta;2019-11-12 21:55:00;2019-12-02 19:11:00;R$ 9.220;0;3;0;
646;2019-10-30;1;GIG;FEN;Somente ida;2019-11-13 05:30:00;;R$ 1.492;62.000;1;0;
647;2019-09-21;1;GIG;FEN;Ida e volta;2019-11-13 05:35:00;2019-11-18 12:00:00;R$ 1.998;88.950;1;0;
648;2019-08-08;1;GIG;CUN;Ida e volta;2019-11-13 07:35:00;2019-11-23 16:45:00;R$ 5.709;0;2;0;
649;2019-11-11;1;EZE;SCL;Somente ida;2019-11-13 09:00:00;;R$ 571;0;1;0;
650;2019-08-28;3;GIG;EZE;Ida e volta;2019-11-13 15:00:00;2019-11-18 10:05:00;R$ 1.170;23.100;1;0;
651;2019-10-09;2;GIG;LIS;Somente ida;2019-11-13 19:35:00;;R$ 1.737;45.500;1;0;
652;2019-09-30;2;GIG;LIS;Ida e volta;2019-11-13 19:35:00;2019-11-22 16:10:00;R$ 2.899;0;1;0;
653;2019-10-21;1;RAO;GIG;Somente ida;2019-11-13 20:45:00;;R$ 279;0;1;0;
654;2019-09-18;1;GIG;YYZ;Ida e volta;2019-11-13 21:55:00;2019-11-24 07:59:00;R$ 5.541;0;2;0;
655;2019-10-19;1;LIS;GIG;Somente ida;2019-11-13 23:30:00;;R$ 1.510;53.000;1;0;
656;2019-11-03;1;LIS;GIG;Somente ida;2019-11-13 23:30:00;;R$ 2.592;79.000;1;0;
657;2019-11-07;1;RAO;GIG;Somente ida;2019-11-14 07:00:00;;R$ 200;0;1;0;
658;2019-10-23;1;RAO;GIG;Somente ida;2019-11-14 07:00:00;;R$ 274;9.500;1;0;
659;2019-10-29;2;IOS;RAO;Somente ida;2019-11-14 14:00:00;;R$ 1.085;47.000;1;0;
660;2019-09-08;1;GIG;EZE;Ida e volta;2019-11-14 14:25:00;2019-11-17 10:45:00;R$ 4.583;0;2;0;
661;2019-10-25;1;RAO;GIG;Somente ida;2019-11-14 20:00:00;;R$ 475;19.000;1;0;
662;2019-11-06;1;RAO;GIG;Somente ida;2019-11-14 20:45:00;;R$ 200;0;1;0;
663;2019-10-16;1;GIG;RAO;Somente ida;2019-11-14 22:15:00;;R$ 276;0;1;0;
664;2019-10-17;1;RAO;EZE;Ida e volta;2019-11-15 06:05:00;2019-11-19 13:15:00;R$ 1.897;0;1;0;
665;2019-11-01;1;GIG;EZE;Ida e volta;2019-11-15 06:35:00;2019-11-17 19:20:00;R$ 4.187;0;2;0;
666;2019-10-07;2;GIG;IOS;Somente ida;2019-11-15 07:05:00;;R$ 1.780;0;2;0;
667;2019-10-28;2;BCN;GIG;Somente ida;2019-11-15 09:00:00;;R$ 1.647;45.500;1;0;
668;2019-10-17;1;EZE;SCL;Ida e volta;2019-11-15 09:50:00;2019-11-17 21:20:00;R$ 707;0;1;0;
669;2019-10-20;1;GIG;EZE;Ida e volta;2019-11-15 10:15:00;2019-11-20 15:05:00;R$ 4.056;0;2;0;
670;2019-09-10;1;GIG;EZE;Ida e volta;2019-11-15 10:15:00;2019-11-20 10:45:00;R$ 2.677;0;2;0;
671;2019-10-17;1;GIG;SCL;Ida e volta;2019-11-15 10:15:00;2019-11-22 14:20:00;R$ 2.290;0;1;0;
672;2019-09-06;2;GIG;SCL;Ida e volta;2019-11-15 10:25:00;2019-11-19 14:12:00;R$ 2.217;46.800;2;0;
673;2019-09-03;2;GIG;SCL;Ida e volta;2019-11-15 10:25:00;2019-11-25 07:00:00;R$ 2.689;46.800;2;0;
674;2019-08-30;1;GIG;SCL;Somente ida;2019-11-15 10:25:00;;R$ 585;11.700;1;0;
675;2019-08-22;1;GIG;SCL;Somente ida;2019-11-15 10:25:00;;R$ 1.332;32.450;1;0;
676;2019-08-06;1;SCL;GIG;Somente ida;2019-11-15 17:45:00;;R$ 696;0;1;0;
677;2019-09-29;4;GIG;LIS;Ida e volta;2019-11-15 19:30:00;2019-12-05 14:25:00;R$ 5.850;0;1;1;
678;2019-10-05;1;GIG;SCL;Ida e volta;2019-11-15 22:45:00;2019-11-22 17:45:00;R$ 3.065;0;3;0;
679;2019-10-30;1;GIG;SCL;Ida e volta;2019-11-16 03:55:00;2019-11-19 17:20:00;R$ 1.841;53.000;1;0;
680;2019-09-07;2;GIG;SCL;Ida e volta;2019-11-16 10:25:00;2019-12-03 12:17:00;R$ 2.335;45.000;2;0;
681;2019-09-05;2;GIG;BOG;Ida e volta;2019-11-16 11:30:00;2019-11-30 12:08:00;R$ 3.107;0;2;0;
682;2019-10-30;2;SCL;GIG;Somente ida;2019-11-16 17:45:00;;R$ 1.403;0;2;0;
683;2019-10-14;4;GIG;SCL;Ida e volta;2019-11-16 18:55:00;2019-11-26 21:25:00;R$ 1.190;0;1;0;
684;2019-10-14;1;GIG;SCL;Ida e volta;2019-11-16 18:55:00;2019-11-26 21:25:00;R$ 1.145;0;1;0;
685;2019-11-05;1;SCL;GIG;Somente ida;2019-11-17 02:15:00;;R$ 1.475;0;2;0;
686;2019-08-30;2;LIS;GIG;Somente ida;2019-11-17 07:45:00;;R$ 1.579;45.500;1;0;
687;2019-09-06;1;GIG;SCL;Ida e volta;2019-11-17 10:25:00;2019-11-27 05:32:00;R$ 2.051;46.800;2;0;
688;2019-09-03;1;BCN;GIG;Somente ida;2019-11-17 12:35:00;;R$ 4.343;0;2;0;
689;2019-11-01;2;SCL;GIG;Somente ida;2019-11-17 17:45:00;;R$ 1.648;0;2;0;
690;2019-10-24;1;GIG;SCL;Ida e volta;2019-11-17 18:55:00;2019-11-27 21:25:00;R$ 0;0;2;0;
691;2019-10-24;4;GIG;SCL;Ida e volta;2019-11-17 18:55:00;2019-11-27 21:25:00;R$ 1.435;0;1;0;
692;2019-10-31;2;GIG;SCL;Ida e volta;2019-11-18 09:10:00;2019-11-21 14:30:00;R$ 2.640;68.500;1;0;
693;2019-11-14;1;RAO;GIG;Somente ida;2019-11-18 10:50:00;;R$ 176;0;1;0;
694;2019-10-07;2;IOS;GIG;Somente ida;2019-11-18 15:20:00;;R$ 1.041;0;2;0;
695;2019-10-01;1;GIG;LIS;Ida e volta;2019-11-18 16:30:00;2019-12-01 18:30:00;R$ 2.980;0;1;0;
696;2019-11-13;1;GIG;BCN;Somente ida;2019-11-18 17:10:00;;R$ 1.303;39.500;1;0;
697;2019-09-13;1;SCL;GIG;Somente ida;2019-11-18 17:45:00;;R$ 522;0;1;0;
698;2019-11-10;1;GIG;LIS;Ida e volta;2019-11-18 20:05:00;2019-12-05 12:45:00;R$ 3.039;0;1;0;
699;2019-10-16;2;MIA;SCL;Ida e volta;2019-11-18 21:15:00;2019-11-21 23:00:00;R$ 2.691;61.000;1;0;
700;2019-10-01;1;GIG;SCL;Ida e volta;2019-11-19 03:55:00;2019-11-24 07:35:00;R$ 1.317;30.000;1;0;
701;2019-10-23;2;GIG;SCL;Ida e volta;2019-11-19 06:35:00;2019-11-26 19:05:00;R$ 1.888;0;1;0;
702;2019-11-01;2;RAO;SCL;Somente ida;2019-11-19 16:50:00;;R$ 845;20.200;1;0;
703;2019-10-20;2;GIG;LIS;Ida e volta;2019-11-19 17:10:00;2019-11-28 23:30:00;R$ 2.917;106.000;1;0;
704;2019-09-06;1;GIG;SCL;Ida e volta;2019-11-19 19:05:00;2019-11-23 22:55:00;R$ 3.427;63.180;3;0;
705;2019-09-06;1;GIG;SCL;Ida e volta;2019-11-19 19:05:00;2019-11-26 15:05:00;R$ 1.152;21.060;1;0;
706;2019-09-06;1;GIG;SCL;Ida e volta;2019-11-19 19:05:00;2019-11-27 14:12:00;R$ 1.085;23.400;1;0;
707;2019-11-12;1;GIG;LIS;Ida e volta;2019-11-19 20:05:00;2019-12-02 18:35:00;R$ 3.053;0;1;0;
708;2019-10-29;1;RAO;SCL;Somente ida;2019-11-19 20:35:00;;R$ 1.123;26.000;2;0;
709;2019-10-26;1;GIG;SCL;Somente ida;2019-11-19 22:45:00;;R$ 3.759;0;2;0;
710;2019-09-04;2;GIG;SCL;Ida e volta;2019-11-20 03:55:00;2019-11-27 05:32:00;R$ 2.056;46.800;2;0;
711;2019-09-07;1;SCL;GIG;Somente ida;2019-11-20 05:32:00;;R$ 1.126;25.000;2;0;
712;2019-11-12;2;GIG;BOG;Somente ida;2019-11-20 08:40:00;;R$ 907;19.800;1;0;
713;2019-11-12;1;GIG;BOG;Somente ida;2019-11-20 08:40:00;;R$ 920;20.000;1;0;
714;2019-11-18;1;GIG;RAO;Somente ida;2019-11-20 10:00:00;;R$ 580;0;1;0;
715;2019-09-03;2;GIG;SCL;Ida e volta;2019-11-20 10:25:00;2019-11-24 16:00:00;R$ 2.281;46.800;2;0;
716;2019-11-04;1;GIG;RAO;Somente ida;2019-11-20 13:15:00;;R$ 266;0;1;0;
717;2019-11-02;1;GIG;RAO;Somente ida;2019-11-20 13:15:00;;R$ 266;0;1;0;
718;2019-09-24;1;GIG;SCL;Ida e volta;2019-11-20 15:00:00;2019-11-26 15:00:00;R$ 2.286;0;1;0;
719;2019-09-08;1;IOS;SCL;Ida e volta;2019-11-20 16:05:00;2019-11-26 13:50:00;R$ 1.461;32.000;1;0;
720;2019-09-07;2;IOS;SCL;Ida e volta;2019-11-20 16:05:00;2019-11-26 13:50:00;R$ 1.461;32.000;1;0;
721;2019-10-30;2;IOS;SCL;Somente ida;2019-11-20 16:05:00;;R$ 678;16.000;1;0;
722;2019-09-07;1;IOS;SCL;Ida e volta;2019-11-20 16:05:00;2019-11-27 22:55:00;R$ 1.406;30.500;1;0;
723;2019-09-07;1;IOS;SCL;Ida e volta;2019-11-20 16:05:00;2019-11-27 22:55:00;R$ 1.406;30.500;1;0;
724;2019-10-09;2;GIG;SCL;Ida e volta;2019-11-20 16:40:00;2019-11-26 04:15:00;R$ 1.954;0;1;0;
725;2019-08-30;1;GIG;SCL;Ida e volta;2019-11-20 17:10:00;2019-11-24 09:15:00;R$ 2.213;46.800;2;0;
726;2019-09-02;2;GIG;SCL;Ida e volta;2019-11-20 17:10:00;2019-11-26 14:12:00;R$ 1.030;23.400;1;0;
727;2019-10-03;1;EZE;SCL;Ida e volta;2019-11-20 18:35:00;2019-11-30 15:05:00;R$ 1.411;0;2;0;
728;2019-08-30;2;GIG;SCL;Ida e volta;2019-11-20 19:05:00;2019-11-25 15:15:00;R$ 1.109;23.400;1;0;
729;2019-08-26;3;GIG;SCL;Ida e volta;2019-11-20 19:05:00;2019-11-27 12:17:00;R$ 2.501;57.400;2;0;
730;2019-10-13;1;EZE;GIG;Somente ida;2019-11-20 19:20:00;;R$ 1.253;32.000;1;0;
731;2019-10-26;2;RAO;SCL;Somente ida;2019-11-20 20:35:00;;R$ 581;13.000;1;0;
732;2019-10-25;2;RAO;SCL;Somente ida;2019-11-20 20:35:00;;R$ 597;13.000;1;0;
733;2019-10-28;2;RAO;SCL;Somente ida;2019-11-20 20:35:00;;R$ 1.157;26.000;2;0;
734;2019-10-22;1;MIA;SCL;Somente ida;2019-11-20 21:15:00;;R$ 1.168;30.500;1;0;
735;2019-11-02;1;GIG;SCL;Ida e volta;2019-11-21 01:25:00;2019-11-24 11:53:00;R$ 6.315;0;1;0;
736;2019-09-04;1;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-25 08:25:00;R$ 1.297;23.400;1;0;
737;2019-09-04;3;GIG;SCL;Somente ida;2019-12-21 03:55:00;;R$ 2.267;46.800;4;0;
738;2019-09-04;2;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-26 13:55:00;R$ 2.198;46.800;2;0;
739;2019-08-30;1;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-24 09:15:00;R$ 1.010;23.400;1;0;
740;2019-09-05;2;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-25 12:17:00;R$ 1.153;23.400;1;0;
741;2019-09-05;2;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-23 22:55:00;R$ 1.128;23.400;1;0;
742;2019-09-05;1;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-25 09:15:00;R$ 1.032;23.400;1;0;
743;2019-08-30;1;GIG;SCL;Ida e volta;2019-11-21 03:55:00;2019-11-24 09:15:00;R$ 1.010;23.400;1;0;
744;2019-10-11;1;SCL;GIG;Somente ida;2019-11-21 05:32:00;;R$ 1.231;29.500;1;0;
745;2019-11-10;1;GIG;EZE;Ida e volta;2019-11-21 06:35:00;2019-11-25 19:20:00;R$ 1.283;0;1;0;
746;2019-09-02;2;GIG;SCL;Ida e volta;2019-11-21 06:55:00;2019-11-25 22:55:00;R$ 3.447;70.200;3;0;
747;2019-08-30;1;GIG;SCL;Ida e volta;2019-11-21 06:55:00;2019-11-24 09:15:00;R$ 1.148;23.400;1;0;
748;2019-09-02;1;GIG;SCL;Somente ida;2019-11-21 09:10:00;;R$ 1.190;23.400;2;0;
749;2019-09-04;1;GIG;SCL;Ida e volta;2020-05-21 09:10:00;2020-05-26 09:15:00;R$ 2.026;46.800;2;0;
750;2019-10-29;2;GIG;RAO;Somente ida;2019-11-21 10:00:00;;R$ 482;16.000;2;0;
751;2019-11-01;2;MIA;SCL;Somente ida;2019-11-21 10:05:00;;R$ 1.350;30.500;1;0;
752;2019-11-01;3;MIA;SCL;Somente ida;2019-11-21 10:05:00;;R$ 1.350;30.500;1;0;
753;2019-09-05;1;GIG;SCL;Ida e volta;2019-11-21 10:25:00;2019-11-26 12:17:00;R$ 1.069;23.400;1;0;
754;2019-09-05;1;GIG;SCL;Ida e volta;2019-11-21 10:25:00;2019-11-26 13:55:00;R$ 2.291;46.800;2;0;
755;2019-09-01;3;GIG;SCL;Ida e volta;2019-11-21 12:20:00;2019-11-24 08:50:00;R$ 2.103;46.800;2;0;
756;2019-09-02;2;GIG;SCL;Ida e volta;2019-11-21 12:20:00;2019-11-26 14:12:00;R$ 1.081;23.400;1;0;
757;2019-09-06;3;GIG;SCL;Ida e volta;2019-11-21 12:20:00;2019-11-24 05:32:00;R$ 1.247;23.400;1;0;
758;2019-09-06;2;GIG;SCL;Ida e volta;2019-11-21 14:40:00;2019-11-25 22:55:00;R$ 1.336;23.400;1;0;
759;2019-09-02;1;GIG;SCL;Ida e volta;2019-11-21 14:40:00;2019-11-26 12:30:00;R$ 1.175;23.400;1;0;
760;2019-10-08;1;IOS;GIG;Ida e volta;2019-11-21 15:20:00;2019-11-27 11:15:00;R$ 670;16.700;1;0;
761;2019-10-24;2;IOS;SCL;Somente ida;2019-11-21 16:05:00;;R$ 686;16.000;1;0;
762;2019-10-29;1;MIA;SCL;Somente ida;2019-11-21 16:40:00;;R$ 1.273;29.300;1;0;
763;2019-11-15;1;GIG;LIS;Somente ida;2020-05-15 17:10:00;;R$ 1.600;53.000;1;0;
764;2019-11-11;1;GIG;SCL;Somente ida;2019-11-21 17:20:00;;R$ 734;20.000;1;0;
765;2019-11-15;2;GIG;BOG;Somente ida;2019-11-21 18:50:00;;R$ 1.654;45.000;1;0;
766;2019-09-05;2;GIG;SCL;Somente ida;2019-11-21 18:50:00;;R$ 1.137;23.400;2;0;
767;2019-09-01;3;GIG;SCL;Ida e volta;2019-11-21 18:50:00;2019-11-24 08:50:00;R$ 2.100;46.800;2;0;
768;2019-09-04;1;GIG;LIS;Ida e volta;2019-12-21 19:35:00;2020-01-05 18:55:00;R$ 2.680;0;1;0;
769;2019-10-23;2;RAO;SCL;Ida e volta;2019-11-21 20:35:00;2019-11-25 16:09:00;R$ 2.320;52.000;2;0;
770;2019-11-19;1;GIG;CUN;Ida e volta;2019-11-21 21:55:00;2019-11-24 16:17:00;R$ 3.357;0;1;0;
771;2019-10-03;2;GIG;SCL;Ida e volta;2019-11-21 22:45:00;2019-12-24 17:45:00;R$ 3.217;0;2;0;
